filename,age,gender,race,race_str,age_group,prompt
60_1_1_20170110120140583.jpg,60,woman,1.0,Black,60,a photo of a 60 year old person
76_1_1_20170110181603235.jpg,76,woman,1.0,Black,70,a photo of a 76 year old person
75_0_1_20170111205805911.jpg,75,man,1.0,Black,70,a photo of a 75 year old person
75_0_1_20170111210115928.jpg,75,man,1.0,Black,70,a photo of a 75 year old person
75_0_1_20170111205412614.jpg,75,man,1.0,Black,70,a photo of a 75 year old person
75_0_1_20170111210049339.jpg,75,man,1.0,Black,70,a photo of a 75 year old person
88_1_1_20170110183118502.jpg,88,woman,1.0,Black,80,a photo of a 88 year old person
80_0_1_20170111205504634.jpg,80,man,1.0,Black,80,a photo of a 80 year old person
80_0_1_20170111205416943.jpg,80,man,1.0,Black,80,a photo of a 80 year old person
85_0_1_20170111211354288.jpg,85,man,1.0,Black,80,a photo of a 85 year old person
80_0_1_20170111181750520.jpg,80,man,1.0,Black,80,a photo of a 80 year old person
90_0_1_20170111210350530.jpg,90,man,1.0,Black,90,a photo of a 90 year old person
90_0_1_20170111210246547.jpg,90,man,1.0,Black,90,a photo of a 90 year old person
110_1_1_20170110155201038.jpg,110,woman,1.0,Black,110,a photo of a 110 year old person
6_0_3_20170110213739717.jpg,6,man,3.0,Indian,0,a photo of a 6 year old person
75_0_3_20170111202756116.jpg,75,man,3.0,Indian,70,a photo of a 75 year old person
85_1_3_20170110183506044.jpg,85,woman,3.0,Indian,80,a photo of a 85 year old person
90_0_3_20170111210252274.jpg,90,man,3.0,Indian,90,a photo of a 90 year old person
110_1_3_20170110155139762.jpg,110,woman,3.0,Indian,110,a photo of a 110 year old person
1_1_4_20170109194502921.jpg,1,woman,4.0,Other,0,a photo of a 1 year old person
8_1_4_20170109201742209.jpg,8,woman,4.0,Other,0,a photo of a 8 year old person
13_0_4_20170103201708406.jpg,13,man,4.0,Other,10,a photo of a 13 year old person
15_1_4_20170103201247846.jpg,15,woman,4.0,Other,10,a photo of a 15 year old person
12_0_4_20170103201824880.jpg,12,man,4.0,Other,10,a photo of a 12 year old person
13_1_4_20170103201542217.jpg,13,woman,4.0,Other,10,a photo of a 13 year old person
18_0_4_20170103201550447.jpg,18,man,4.0,Other,10,a photo of a 18 year old person
63_1_4_20170110180156105.jpg,63,woman,4.0,Other,60,a photo of a 63 year old person
80_1_4_20170110184132973.jpg,80,woman,4.0,Other,80,a photo of a 80 year old person
8_1_0_20170109202339392.jpg,8,woman,0.0,White,0,a photo of a 8 year old person
3_1_0_20170109192939414.jpg,3,woman,0.0,White,0,a photo of a 3 year old person
8_1_0_20170109204836782.jpg,8,woman,0.0,White,0,a photo of a 8 year old person
9_0_0_20170110215523228.jpg,9,man,0.0,White,0,a photo of a 9 year old person
4_0_0_20170110205422145.jpg,4,man,0.0,White,0,a photo of a 4 year old person
18_1_0_20170109214700491.jpg,18,woman,0.0,White,10,a photo of a 18 year old person
17_0_0_20170110231535087.jpg,17,man,0.0,White,10,a photo of a 17 year old person
18_1_0_20170109214309566.jpg,18,woman,0.0,White,10,a photo of a 18 year old person
14_1_0_20170109212926958.jpg,14,woman,0.0,White,10,a photo of a 14 year old person
14_1_0_20170109213541777.jpg,14,woman,0.0,White,10,a photo of a 14 year old person
20_1_0_20170103201716816.jpg,20,woman,0.0,White,20,a photo of a 20 year old person
20_1_0_20170109213411083.jpg,20,woman,0.0,White,20,a photo of a 20 year old person
23_0_0_20170111181750321.jpg,23,man,0.0,White,20,a photo of a 23 year old person
45_1_0_20170109221130179.jpg,45,woman,0.0,White,40,a photo of a 45 year old person
47_1_0_20170109220517890.jpg,47,woman,0.0,White,40,a photo of a 47 year old person
40_0_0_20170104204933500.jpg,40,man,0.0,White,40,a photo of a 40 year old person
56_1_0_20170110173815028.jpg,56,woman,0.0,White,50,a photo of a 56 year old person
59_1_0_20170110141359968.jpg,59,woman,0.0,White,50,a photo of a 59 year old person
52_0_0_20170111195709447.jpg,52,man,0.0,White,50,a photo of a 52 year old person
53_1_0_20170110160643204.jpg,53,woman,0.0,White,50,a photo of a 53 year old person
56_0_0_20170111194856535.jpg,56,man,0.0,White,50,a photo of a 56 year old person
65_0_0_20170111203557764.jpg,65,man,0.0,White,60,a photo of a 65 year old person
65_1_0_20170110132512700.jpg,65,woman,0.0,White,60,a photo of a 65 year old person
65_1_0_20170110160643938.jpg,65,woman,0.0,White,60,a photo of a 65 year old person
64_1_0_20170110160643892.jpg,64,woman,0.0,White,60,a photo of a 64 year old person
61_1_0_20170110160643735.jpg,61,woman,0.0,White,60,a photo of a 61 year old person
71_1_0_20170110160644048.jpg,71,woman,0.0,White,70,a photo of a 71 year old person
76_0_0_20170111210148707.jpg,76,man,0.0,White,70,a photo of a 76 year old person
77_1_0_20170110160644117.jpg,77,woman,0.0,White,70,a photo of a 77 year old person
70_0_0_20170111210749134.jpg,70,man,0.0,White,70,a photo of a 70 year old person
75_1_0_20170110182459565.jpg,75,woman,0.0,White,70,a photo of a 75 year old person
85_1_0_20170110155147409.jpg,85,woman,0.0,White,80,a photo of a 85 year old person
85_1_0_20170110183700308.jpg,85,woman,0.0,White,80,a photo of a 85 year old person
80_0_0_20170111211508161.jpg,80,man,0.0,White,80,a photo of a 80 year old person
85_1_0_20170110183711497.jpg,85,woman,0.0,White,80,a photo of a 85 year old person
85_0_0_20170111205512345.jpg,85,man,0.0,White,80,a photo of a 85 year old person
90_1_0_20170110182426286.jpg,90,woman,0.0,White,90,a photo of a 90 year old person
90_0_0_20170111205428761.jpg,90,man,0.0,White,90,a photo of a 90 year old person
93_1_0_20170110141221528.jpg,93,woman,0.0,White,90,a photo of a 93 year old person
90_0_0_20170111222149759.jpg,90,man,0.0,White,90,a photo of a 90 year old person
90_0_0_20170111210338948.jpg,90,man,0.0,White,90,a photo of a 90 year old person
100_1_0_20170110183726390.jpg,100,woman,0.0,White,100,a photo of a 100 year old person
